frame,xmin,xmax,ymin,ymax,class_id
1478732116219447082.jpg,64,74,60,79,5
1478732116219447082.jpg,72,301,121,282,1
1478732116219447082.jpg,75,108,143,161,1
1478732116219447082.jpg,143,154,56,77,5
1478732116219447082.jpg,210,221,58,83,5
1478732116219447082.jpg,315,327,100,118,5
1478732116219447082.jpg,441,476,1,46,5
1478732116792953391.jpg,27,87,130,167,1
1478732116792953391.jpg,64,74,60,79,5
1478732116792953391.jpg,72,301,121,282,1
1478732116792953391.jpg,143,154,56,77,5
1478732116792953391.jpg,210,221,58,83,5
1478732116792953391.jpg,270,365,139,172,1
1478732116792953391.jpg,315,327,100,118,5
1478732116792953391.jpg,441,476,1,46,5
1478732117366293490.jpg,1,37,133,164,1
1478732117366293490.jpg,31,98,128,169,1
1478732117366293490.jpg,64,74,60,79,5
1478732117366293490.jpg,72,301,121,282,1
1478732117366293490.jpg,143,154,56,77,5
1478732117366293490.jpg,210,221,58,83,5
1478732117366293490.jpg,315,327,100,118,5
1478732117366293490.jpg,441,476,1,46,5
1478732117939667772.jpg,0,21,132,164,2
1478732117939667772.jpg,46,126,126,171,1
1478732117939667772.jpg,64,74,60,79,5
1478732117939667772.jpg,73,301,122,282,1
1478732117939667772.jpg,143,154,56,78,5
1478732117939667772.jpg,210,221,58,83,5
1478732117939667772.jpg,315,327,100,118,5
1478732117939667772.jpg,441,476,1,46,5
1478732118513576050.jpg,34,71,135,173,1
1478732118513576050.jpg,63,74,59,79,5
1478732118513576050.jpg,73,302,120,290,1
1478732118513576050.jpg,143,154,55,77,5
1478732118513576050.jpg,210,221,58,83,5
1478732118513576050.jpg,315,327,99,118,5
1478732118513576050.jpg,438,478,0,54,5
1478732119087799805.jpg,0,38,140,168,1
1478732119087799805.jpg,39,76,136,174,1
1478732119087799805.jpg,63,74,59,79,5
1478732119087799805.jpg,74,304,118,297,1
1478732119087799805.jpg,143,154,55,77,5
1478732119087799805.jpg,210,221,58,83,5
1478732119087799805.jpg,315,327,99,118,5
1478732119087799805.jpg,438,478,0,54,5
1478732119660210317.jpg,42,99,136,174,1
1478732119660210317.jpg,63,74,59,79,5
1478732119660210317.jpg,75,301,120,297,1
1478732119660210317.jpg,143,154,55,77,5
1478732119660210317.jpg,210,221,58,83,5
1478732119660210317.jpg,266,329,117,180,1
1478732119660210317.jpg,315,327,99,118,5
1478732119660210317.jpg,438,478,0,54,5
1478732120233720046.jpg,32,68,137,171,1
1478732120233720046.jpg,62,119,137,174,1
1478732120233720046.jpg,63,74,59,79,5
1478732120233720046.jpg,76,303,119,298,1
1478732120233720046.jpg,143,154,55,77,5
1478732120233720046.jpg,210,221,58,83,5
1478732120233720046.jpg,266,401,112,174,1
1478732120233720046.jpg,315,327,98,118,5
1478732120233720046.jpg,438,478,0,54,5
1478732120807834732.jpg,28,68,137,171,1
1478732120807834732.jpg,60,85,138,163,1
1478732120807834732.jpg,61,300,117,292,1
1478732120807834732.jpg,63,74,59,79,5
1478732120807834732.jpg,143,154,55,77,5
1478732120807834732.jpg,210,221,58,83,5
1478732120807834732.jpg,315,327,98,118,5
1478732120807834732.jpg,338,479,112,175,1
1478732120807834732.jpg,438,478,0,54,5
1478732121381158415.jpg,12,55,137,168,1
1478732121381158415.jpg,15,40,135,166,1
1478732121381158415.jpg,33,85,136,169,1
1478732121381158415.jpg,61,302,117,297,1
1478732121381158415.jpg,63,74,59,79,5
1478732121381158415.jpg,143,154,55,77,5
1478732121381158415.jpg,210,221,58,83,5
1478732121381158415.jpg,315,328,98,119,5
1478732121381158415.jpg,438,478,0,54,5
1478732121955021871.jpg,50,103,139,171,1
1478732121955021871.jpg,60,321,117,295,1
1478732121955021871.jpg,63,74,59,79,5
1478732121955021871.jpg,142,154,55,77,5
1478732121955021871.jpg,210,221,58,83,5
1478732121955021871.jpg,266,337,134,176,1
1478732121955021871.jpg,315,328,98,119,5
1478732121955021871.jpg,438,478,0,54,5
1478732122527576422.jpg,34,78,142,167,1
1478732122527576422.jpg,58,303,118,295,1
1478732122527576422.jpg,62,74,59,79,5
1478732122527576422.jpg,142,154,55,77,5
1478732122527576422.jpg,210,221,58,83,5
1478732122527576422.jpg,299,422,135,176,1
1478732122527576422.jpg,315,328,97,119,5
1478732122527576422.jpg,438,478,0,54,5
1478732123101820032.jpg,22,65,137,170,1
1478732123101820032.jpg,56,317,120,296,1
1478732123101820032.jpg,62,74,59,79,5
1478732123101820032.jpg,71,97,144,159,1
1478732123101820032.jpg,142,154,55,77,5
1478732123101820032.jpg,210,221,58,83,5
1478732123101820032.jpg,315,328,97,119,5
1478732123101820032.jpg,380,479,132,174,1
1478732123101820032.jpg,438,478,0,54,5
1478732123675433804.jpg,31,71,140,169,1
1478732123675433804.jpg,62,74,59,79,5
1478732123675433804.jpg,70,301,120,295,1
1478732123675433804.jpg,142,154,55,77,5
1478732123675433804.jpg,209,221,58,82,5
1478732123675433804.jpg,271,307,142,174,1
1478732123675433804.jpg,315,328,97,119,5
1478732123675433804.jpg,438,478,0,54,5
1478732124247855938.jpg,42,103,138,171,1
1478732124247855938.jpg,62,74,59,79,5
1478732124247855938.jpg,64,307,117,295,1
1478732124247855938.jpg,142,154,55,77,5
1478732124247855938.jpg,209,221,58,82,5
1478732124247855938.jpg,271,369,130,173,1
1478732124247855938.jpg,315,328,96,119,5
1478732124247855938.jpg,438,478,0,54,5
1478732124822017147.jpg,23,55,144,164,1
1478732124822017147.jpg,23,55,144,167,1
1478732124822017147.jpg,51,80,139,164,1
1478732124822017147.jpg,56,92,138,163,1
1478732124822017147.jpg,62,74,59,79,5
1478732124822017147.jpg,64,307,117,295,1
1478732124822017147.jpg,142,154,55,77,5
1478732124822017147.jpg,209,221,58,82,5
1478732124822017147.jpg,315,328,96,120,5
1478732124822017147.jpg,316,445,126,178,1
1478732124822017147.jpg,438,478,0,54,5
1478732125394959531.jpg,31,74,137,162,1
1478732125394959531.jpg,32,71,140,165,1
1478732125394959531.jpg,62,74,59,79,5
1478732125394959531.jpg,64,307,117,295,1
1478732125394959531.jpg,142,154,54,77,5
1478732125394959531.jpg,209,221,58,82,5
1478732125394959531.jpg,315,328,96,120,5
1478732125394959531.jpg,381,478,128,170,1
1478732125394959531.jpg,438,478,0,54,5
1478732125968667294.jpg,0,41,139,168,1
1478732125968667294.jpg,60,303,119,299,1
1478732125968667294.jpg,62,74,59,79,5
1478732125968667294.jpg,142,154,54,77,5
1478732125968667294.jpg,209,221,58,82,5
1478732125968667294.jpg,263,314,143,180,1
1478732125968667294.jpg,315,328,96,120,5
1478732125968667294.jpg,438,478,0,54,5
1478732126544546329.jpg,23,32,145,162,3
1478732126544546329.jpg,61,74,59,79,5
1478732126544546329.jpg,61,304,117,298,1
1478732126544546329.jpg,142,154,54,77,5
1478732126544546329.jpg,209,221,58,82,5
1478732126544546329.jpg,272,389,136,174,1
1478732126544546329.jpg,315,328,95,120,5
1478732126544546329.jpg,438,478,0,54,5
1478732127115801105.jpg,20,28,144,161,3
1478732127115801105.jpg,61,74,59,79,5
1478732127115801105.jpg,62,305,115,298,1
1478732127115801105.jpg,142,154,54,77,5
1478732127115801105.jpg,209,221,58,82,5
1478732127115801105.jpg,315,328,95,120,5
1478732127115801105.jpg,337,455,133,170,1
1478732127115801105.jpg,438,478,0,54,5
1478732127688645808.jpg,17,25,145,162,3
1478732127688645808.jpg,61,74,59,79,5
1478732127688645808.jpg,63,306,113,297,1
1478732127688645808.jpg,92,126,134,160,1
1478732127688645808.jpg,142,154,54,77,5
1478732127688645808.jpg,209,221,58,82,5
1478732127688645808.jpg,315,328,95,120,5
1478732127688645808.jpg,438,478,0,54,5
1478732128262984314.jpg,61,75,59,80,5
1478732128262984314.jpg,65,308,111,297,1
1478732128262984314.jpg,75,110,137,162,1
1478732128262984314.jpg,142,154,54,77,5
1478732128262984314.jpg,209,221,58,82,5
1478732128262984314.jpg,315,329,95,121,5
1478732128262984314.jpg,438,478,0,54,5
1478732128835949470.jpg,58,92,138,163,1
1478732128835949470.jpg,60,302,115,297,1
1478732128835949470.jpg,60,74,58,80,5
1478732128835949470.jpg,83,96,141,163,1
1478732128835949470.jpg,103,111,143,158,3
1478732128835949470.jpg,141,154,54,77,5
1478732128835949470.jpg,208,221,57,82,5
1478732128835949470.jpg,315,329,94,121,5
1478732128835949470.jpg,438,478,0,54,5
1478732129409795345.jpg,26,66,138,163,1
1478732129409795345.jpg,59,73,58,80,5
1478732129409795345.jpg,62,80,141,161,1
1478732129409795345.jpg,64,81,144,160,1
1478732129409795345.jpg,69,302,113,292,1
1478732129409795345.jpg,141,153,53,77,5
1478732129409795345.jpg,208,221,56,83,5
1478732129409795345.jpg,315,330,94,121,5
1478732129409795345.jpg,438,478,0,54,5
1478732129982600762.jpg,34,61,142,162,1
1478732129982600762.jpg,36,62,141,161,1
1478732129982600762.jpg,59,73,57,80,5
1478732129982600762.jpg,79,303,110,287,1
1478732129982600762.jpg,99,122,138,159,1
1478732129982600762.jpg,140,153,53,77,5
1478732129982600762.jpg,207,221,56,83,5
1478732129982600762.jpg,315,331,94,121,5
1478732129982600762.jpg,438,478,0,54,5
1478732130556478949.jpg,58,72,57,80,5
1478732130556478949.jpg,78,107,141,161,1
1478732130556478949.jpg,88,303,108,283,1
1478732130556478949.jpg,140,152,52,77,5
1478732130556478949.jpg,207,221,55,83,5
1478732130556478949.jpg,316,332,94,121,5
1478732130556478949.jpg,438,478,0,54,5
1478732131131525072.jpg,51,83,142,162,1
1478732131131525072.jpg,57,71,56,80,5
1478732131131525072.jpg,119,286,122,254,1
1478732131131525072.jpg,139,152,52,77,5
1478732131131525072.jpg,206,221,55,83,5
1478732131131525072.jpg,316,333,94,122,5
1478732131131525072.jpg,438,478,0,48,5
1478732131703812565.jpg,0,24,143,200,1
1478732131703812565.jpg,56,71,56,80,5
1478732131703812565.jpg,134,284,124,238,1
1478732131703812565.jpg,139,152,52,77,5
1478732131703812565.jpg,206,221,54,84,5
1478732131703812565.jpg,316,334,94,122,5
1478732131703812565.jpg,438,478,0,49,5
1478732132276762790.jpg,0,54,137,194,1
1478732132276762790.jpg,0,54,140,186,1
1478732132276762790.jpg,56,70,55,80,5
1478732132276762790.jpg,138,151,51,77,5
1478732132276762790.jpg,142,154,54,79,5
1478732132276762790.jpg,148,166,141,156,1
1478732132276762790.jpg,151,275,129,231,1
1478732132276762790.jpg,205,221,54,84,5
1478732132276762790.jpg,316,326,101,119,5
1478732132276762790.jpg,316,335,94,122,5
1478732132276762790.jpg,440,479,0,49,5
1478732132276762790.jpg,456,474,0,42,5
1478732132850753761.jpg,3,78,138,184,1
1478732132850753761.jpg,16,83,130,187,1
1478732132850753761.jpg,55,70,55,80,5
1478732132850753761.jpg,138,151,51,77,5
1478732132850753761.jpg,140,152,54,79,5
1478732132850753761.jpg,143,166,142,157,1
1478732132850753761.jpg,144,162,141,156,1
1478732132850753761.jpg,157,271,129,225,1
1478732132850753761.jpg,206,221,54,83,5
1478732132850753761.jpg,317,336,94,122,5
1478732132850753761.jpg,319,329,101,119,5
1478732132850753761.jpg,446,479,0,44,5
1478732133424528401.jpg,1,53,135,230,1
1478732133424528401.jpg,29,109,132,188,1
1478732133424528401.jpg,34,104,135,181,1
1478732133424528401.jpg,54,69,54,81,5
1478732133424528401.jpg,134,157,140,161,1
1478732133424528401.jpg,137,158,142,157,1
1478732133424528401.jpg,138,151,51,78,5
1478732133424528401.jpg,138,150,54,79,5
1478732133424528401.jpg,163,267,130,219,1
1478732133424528401.jpg,207,220,54,82,5
1478732133424528401.jpg,317,337,94,122,5
1478732133424528401.jpg,321,331,101,119,5
1478732133997644640.jpg,1,70,135,229,1
1478732133997644640.jpg,47,62,52,78,5
1478732133997644640.jpg,62,122,143,174,1
1478732133997644640.jpg,68,119,141,172,1
1478732133997644640.jpg,124,150,143,157,1
1478732133997644640.jpg,128,151,141,161,1
1478732133997644640.jpg,132,149,49,79,5
1478732133997644640.jpg,135,147,51,76,5
1478732133997644640.jpg,160,176,146,156,1
1478732133997644640.jpg,169,264,131,213,1
1478732133997644640.jpg,208,220,55,81,5
1478732133997644640.jpg,317,338,94,123,5
1478732133997644640.jpg,323,333,100,118,5
1478732134570955261.jpg,1,95,135,229,1
1478732134570955261.jpg,39,54,50,76,5
1478732134570955261.jpg,79,139,142,173,1
1478732134570955261.jpg,83,135,141,172,1
1478732134570955261.jpg,127,147,140,160,1
1478732134570955261.jpg,127,144,47,74,5
1478732134570955261.jpg,132,144,48,73,5
1478732134570955261.jpg,155,171,146,157,1
1478732134570955261.jpg,176,260,132,207,1
1478732134570955261.jpg,206,218,51,78,5
1478732134570955261.jpg,320,341,94,123,5
1478732134570955261.jpg,325,335,99,117,5
1478732135144244639.jpg,1,104,135,209,1
1478732135144244639.jpg,26,47,42,77,5
1478732135144244639.jpg,101,121,141,161,1
1478732135144244639.jpg,105,155,142,173,1
1478732135144244639.jpg,112,147,144,167,1
1478732135144244639.jpg,121,138,41,71,5
1478732135144244639.jpg,124,137,41,66,5
1478732135144244639.jpg,182,256,133,201,1
1478732135144244639.jpg,204,216,48,74,5
1478732135144244639.jpg,323,344,94,123,5
1478732135144244639.jpg,329,340,94,119,5
1478732135718935305.jpg,11,118,133,207,1
1478732135718935305.jpg,114,130,30,62,5
1478732135718935305.jpg,116,157,141,167,1
1478732135718935305.jpg,117,131,35,59,5
1478732135718935305.jpg,120,155,142,165,1
1478732135718935305.jpg,188,253,134,195,1
1478732135718935305.jpg,200,214,40,69,5
1478732135718935305.jpg,329,350,89,118,5
1478732135718935305.jpg,334,345,86,111,5
1478732136291396585.jpg,18,51,143,164,2
1478732136291396585.jpg,29,136,131,190,1
1478732136291396585.jpg,104,121,23,65,5
1478732136291396585.jpg,106,120,27,56,5
1478732136291396585.jpg,133,166,139,165,1
1478732136291396585.jpg,138,165,142,164,1
1478732136291396585.jpg,195,249,135,189,1
1478732136291396585.jpg,197,213,32,63,5
1478732136291396585.jpg,245,266,141,162,1
1478732136291396585.jpg,341,362,89,118,5
1478732136291396585.jpg,344,355,86,111,5
1478732136864260385.jpg,12,45,141,163,2
1478732136864260385.jpg,46,72,137,165,1
1478732136864260385.jpg,48,89,139,164,1
1478732136864260385.jpg,66,143,132,190,1
1478732136864260385.jpg,93,110,10,52,5
1478732136864260385.jpg,94,108,11,44,5
1478732136864260385.jpg,142,174,140,162,1
1478732136864260385.jpg,144,171,142,164,1
1478732136864260385.jpg,193,210,16,53,5
1478732136864260385.jpg,201,252,135,184,1
1478732136864260385.jpg,245,266,141,162,1
1478732136864260385.jpg,350,371,81,110,5
1478732136864260385.jpg,351,370,77,102,5
1478732137438593687.jpg,27,82,143,176,1
1478732137438593687.jpg,87,104,2,44,5
1478732137438593687.jpg,100,163,138,195,1
1478732137438593687.jpg,159,186,145,166,1
1478732137438593687.jpg,161,188,145,167,1
1478732137438593687.jpg,200,217,4,41,5
1478732137438593687.jpg,208,254,136,180,1
1478732137438593687.jpg,256,277,144,164,1
1478732137438593687.jpg,377,398,82,111,5
1478732137438593687.jpg,379,398,77,102,5
1478732138011956261.jpg,0,55,104,198,1
1478732138011956261.jpg,1,55,111,193,2
1478732138011956261.jpg,124,175,138,181,1
1478732138011956261.jpg,170,197,141,162,1
1478732138011956261.jpg,214,257,136,175,1
1478732138011956261.jpg,264,285,139,159,1
1478732138011956261.jpg,413,432,57,88,5
1478732138011956261.jpg,414,435,68,97,5
1478732138586316807.jpg,0,89,104,197,1
1478732138586316807.jpg,1,84,111,192,2
1478732138586316807.jpg,110,120,141,161,3
1478732138586316807.jpg,140,191,139,182,1
1478732138586316807.jpg,182,205,137,158,1
1478732138586316807.jpg,221,259,137,170,1
1478732138586316807.jpg,271,292,139,159,1
1478732139158215854.jpg,13,108,111,185,1
1478732139158215854.jpg,15,111,114,176,2
1478732139158215854.jpg,153,203,137,180,1
1478732139158215854.jpg,187,206,137,158,1
1478732139158215854.jpg,227,262,138,166,1
1478732139158215854.jpg,274,295,139,159,1
1478732139732894792.jpg,40,134,117,175,1
1478732139732894792.jpg,51,127,122,173,2
1478732139732894792.jpg,159,202,141,170,1
1478732139732894792.jpg,195,214,138,159,1
1478732139732894792.jpg,227,261,139,165,1
1478732139732894792.jpg,275,296,139,159,1
1478732140306193517.jpg,57,66,142,162,3
1478732140306193517.jpg,63,73,142,162,3
1478732140306193517.jpg,64,143,119,176,1
1478732140306193517.jpg,67,143,123,174,2
1478732140306193517.jpg,160,203,139,168,1
1478732140306193517.jpg,197,216,136,157,1
1478732140306193517.jpg,227,259,140,165,1
1478732140306193517.jpg,276,301,140,166,1
1478732140879033446.jpg,0,36,122,253,1
1478732140879033446.jpg,65,74,145,165,3
1478732140879033446.jpg,75,85,145,165,3
1478732140879033446.jpg,88,158,125,176,1
1478732140879033446.jpg,93,155,129,172,2
1478732140879033446.jpg,163,206,144,173,1
1478732140879033446.jpg,201,222,144,163,1
1478732140879033446.jpg,202,221,143,164,1
1478732140879033446.jpg,227,258,141,164,1
1478732140879033446.jpg,278,307,142,172,1
1478732141452554354.jpg,0,66,73,226,1
1478732141452554354.jpg,1,67,72,240,2
1478732141452554354.jpg,109,170,121,162,1
1478732141452554354.jpg,110,163,123,165,2
1478732141452554354.jpg,168,211,137,166,1
1478732141452554354.jpg,205,222,136,152,1
1478732141452554354.jpg,206,225,135,156,1
1478732141452554354.jpg,227,256,142,164,1
1478732141452554354.jpg,282,317,135,165,1
1478732142027543990.jpg,0,89,34,229,2
1478732142027543990.jpg,0,96,13,232,1
1478732142027543990.jpg,126,172,123,164,1
1478732142027543990.jpg,130,171,130,162,2
1478732142027543990.jpg,175,210,139,167,1
1478732142027543990.jpg,207,225,141,157,1
1478732142027543990.jpg,209,228,138,159,1
1478732142027543990.jpg,227,255,143,163,1
1478732142027543990.jpg,285,337,136,172,1
1478732142600353029.jpg,0,113,37,232,2
1478732142600353029.jpg,0,113,13,232,1
1478732142600353029.jpg,131,178,127,168,1
1478732142600353029.jpg,135,176,132,163,2
1478732142600353029.jpg,172,208,140,168,1
1478732142600353029.jpg,207,226,138,159,1
1478732142600353029.jpg,207,225,143,159,1
1478732142600353029.jpg,227,253,144,163,1
1478732142600353029.jpg,292,353,135,184,1
1478732143174133027.jpg,0,126,13,232,1
1478732143174133027.jpg,0,128,37,231,2
1478732143174133027.jpg,142,183,130,161,2
1478732143174133027.jpg,145,181,122,159,1
1478732143174133027.jpg,172,208,137,165,1
1478732143174133027.jpg,209,226,138,154,1
1478732143174133027.jpg,210,229,136,154,1
1478732143174133027.jpg,228,253,143,162,1
1478732143174133027.jpg,307,393,128,184,1
1478732143746426635.jpg,0,140,56,218,2
1478732143746426635.jpg,1,138,46,222,1
1478732143746426635.jpg,151,188,127,164,1
1478732143746426635.jpg,153,186,134,161,2
1478732143746426635.jpg,176,207,137,164,1
1478732143746426635.jpg,210,228,142,158,1
1478732143746426635.jpg,212,231,140,157,1
1478732143746426635.jpg,229,253,143,161,1
1478732143746426635.jpg,344,479,121,215,1
1478732144320341944.jpg,0,148,61,209,1
1478732144320341944.jpg,2,149,66,206,2
1478732144320341944.jpg,150,167,139,150,1
1478732144320341944.jpg,165,192,128,154,2
1478732144320341944.jpg,165,192,130,154,1
1478732144320341944.jpg,181,207,137,163,1
1478732144320341944.jpg,215,229,139,152,1
1478732144320341944.jpg,216,229,139,152,1
1478732144320341944.jpg,229,252,142,161,1
1478732144320341944.jpg,316,336,139,156,1
1478732144893411228.jpg,23,154,75,201,2
1478732144893411228.jpg,175,201,131,157,2
1478732144893411228.jpg,183,210,138,164,1
1478732144893411228.jpg,216,230,140,152,1
1478732144893411228.jpg,230,252,142,160,1
1478732144893411228.jpg,325,344,141,158,1
1478732145467524784.jpg,1,47,133,183,1
1478732145467524784.jpg,38,168,76,201,2
1478732145467524784.jpg,187,213,138,164,1
1478732145467524784.jpg,217,231,140,153,1
1478732145467524784.jpg,231,252,141,159,1
1478732145467524784.jpg,335,354,141,158,1
1478732146040230589.jpg,1,67,133,183,1
1478732146040230589.jpg,55,170,81,192,2
1478732146040230589.jpg,189,215,138,164,1
1478732146040230589.jpg,218,232,141,153,1
1478732146040230589.jpg,232,252,141,159,1
1478732146040230589.jpg,346,373,141,158,1
1478732146614079323.jpg,3,70,133,183,1
1478732146614079323.jpg,58,165,86,191,2
1478732146614079323.jpg,59,167,86,189,1
1478732146614079323.jpg,186,213,136,162,1
1478732146614079323.jpg,216,230,139,151,1
1478732146614079323.jpg,233,252,140,158,1
1478732146614079323.jpg,302,335,140,157,1
1478732146614079323.jpg,358,392,137,157,1
1478732147187799695.jpg,7,72,140,188,1
1478732147187799695.jpg,61,161,90,191,2
1478732147187799695.jpg,64,167,94,189,1
1478732147187799695.jpg,184,213,142,163,1
1478732147187799695.jpg,216,230,138,151,1
1478732147187799695.jpg,230,251,141,160,1
1478732147187799695.jpg,269,276,143,158,3
1478732147187799695.jpg,302,335,141,158,1
1478732147187799695.jpg,331,352,139,152,1
1478732147187799695.jpg,376,420,136,165,1
1478732147762942715.jpg,25,71,136,175,1
1478732147762942715.jpg,61,159,91,189,2
1478732147762942715.jpg,64,167,94,187,1
1478732147762942715.jpg,182,209,141,162,1
1478732147762942715.jpg,216,230,138,151,1
1478732147762942715.jpg,226,247,142,161,1
1478732147762942715.jpg,269,276,139,154,3
1478732147762942715.jpg,307,340,141,160,1
1478732147762942715.jpg,337,358,138,151,1
1478732147762942715.jpg,404,458,135,168,1
1478732148334900307.jpg,38,75,139,177,1
1478732148334900307.jpg,62,158,92,188,2
1478732148334900307.jpg,68,165,94,187,1
1478732148334900307.jpg,180,207,141,162,1
1478732148334900307.jpg,195,215,136,154,1
1478732148334900307.jpg,216,230,138,151,1
1478732148334900307.jpg,224,245,139,158,1
1478732148334900307.jpg,272,279,139,155,3
1478732148334900307.jpg,312,355,139,160,1
1478732148334900307.jpg,313,353,139,161,1
1478732148907992970.jpg,46,73,138,175,1
1478732148907992970.jpg,62,157,92,186,2
1478732148907992970.jpg,66,162,94,186,1
1478732148907992970.jpg,177,204,141,162,1
1478732148907992970.jpg,197,216,137,154,1
1478732148907992970.jpg,197,216,131,154,2
1478732148907992970.jpg,216,229,138,151,1
1478732148907992970.jpg,219,240,139,158,1
1478732148907992970.jpg,274,284,140,155,3
1478732148907992970.jpg,320,378,137,163,1
1478732148907992970.jpg,328,371,140,160,1
1478732149481549225.jpg,62,158,93,186,1
1478732149481549225.jpg,63,156,93,185,2
1478732149481549225.jpg,175,202,138,159,1
1478732149481549225.jpg,196,216,133,150,1
1478732149481549225.jpg,198,215,135,153,2
1478732149481549225.jpg,216,229,138,151,1
1478732149481549225.jpg,218,239,138,157,1
1478732149481549225.jpg,280,289,137,155,3
1478732149481549225.jpg,335,406,134,162,1
1478732149481549225.jpg,337,406,133,162,1
1478732149481549225.jpg,405,457,137,157,1
1478732150054933348.jpg,23,44,150,163,1
1478732150054933348.jpg,25,45,151,162,1
1478732150054933348.jpg,46,53,149,164,3
1478732150054933348.jpg,57,153,99,192,1
1478732150054933348.jpg,63,155,94,183,2
1478732150054933348.jpg,174,201,143,164,1
1478732150054933348.jpg,196,215,137,154,1
1478732150054933348.jpg,196,213,136,154,2
1478732150054933348.jpg,216,229,138,151,1
1478732150054933348.jpg,218,239,142,161,1
1478732150054933348.jpg,288,298,141,159,3
1478732150054933348.jpg,320,341,135,148,1
1478732150054933348.jpg,353,440,134,168,1
1478732150054933348.jpg,358,441,133,167,1
1478732150628180352.jpg,8,39,149,162,1
1478732150628180352.jpg,31,38,148,163,3
1478732150628180352.jpg,41,69,147,161,1
1478732150628180352.jpg,63,154,95,182,2
1478732150628180352.jpg,64,155,98,182,1
1478732150628180352.jpg,177,204,138,159,1
1478732150628180352.jpg,200,219,134,152,1
1478732150628180352.jpg,203,220,133,151,2
1478732150628180352.jpg,215,229,138,151,1
1478732150628180352.jpg,224,241,139,152,1
1478732150628180352.jpg,304,315,133,156,3
1478732150628180352.jpg,337,359,129,142,1
1478732150628180352.jpg,356,387,128,143,1
1478732150628180352.jpg,396,430,127,148,1
1478732150628180352.jpg,399,429,129,146,1
1478732151201728969.jpg,36,67,149,162,1
1478732151201728969.jpg,64,153,96,180,2
1478732151201728969.jpg,69,151,101,179,1
1478732151201728969.jpg,177,204,138,159,1
1478732151201728969.jpg,204,221,133,151,2
1478732151201728969.jpg,205,224,134,152,1
1478732151201728969.jpg,215,229,138,151,1
1478732151201728969.jpg,227,244,137,154,1
1478732151201728969.jpg,321,335,132,159,3
1478732151201728969.jpg,355,377,127,140,1
1478732151201728969.jpg,378,408,126,141,1
1478732151774974560.jpg,25,63,148,161,1
1478732151774974560.jpg,64,152,97,179,2
1478732151774974560.jpg,67,149,99,177,1
1478732151774974560.jpg,179,206,138,159,1
1478732151774974560.jpg,207,224,129,147,2
1478732151774974560.jpg,208,225,134,149,1
1478732151774974560.jpg,215,229,138,152,1
1478732151774974560.jpg,230,247,136,153,1
1478732151774974560.jpg,347,361,129,163,3
1478732151774974560.jpg,374,403,126,138,1
1478732151774974560.jpg,408,439,122,137,1
1478732152350815337.jpg,17,55,158,171,1
1478732152350815337.jpg,62,150,97,179,2
1478732152350815337.jpg,64,146,110,187,1
1478732152350815337.jpg,181,208,146,167,1
1478732152350815337.jpg,210,227,142,160,2
1478732152350815337.jpg,210,228,143,158,1
1478732152350815337.jpg,215,229,138,152,1
1478732152350815337.jpg,231,254,146,163,1
1478732152350815337.jpg,354,381,139,149,1
1478732152350815337.jpg,382,403,143,182,3
1478732152350815337.jpg,402,439,134,146,1
1478732152921960261.jpg,4,42,152,165,1
1478732152921960261.jpg,60,148,98,180,2
1478732152921960261.jpg,60,142,105,182,1
1478732152921960261.jpg,138,151,140,168,1
1478732152921960261.jpg,184,211,143,164,1
1478732152921960261.jpg,211,229,139,154,1
1478732152921960261.jpg,212,229,139,157,2
1478732152921960261.jpg,215,228,138,152,1
1478732152921960261.jpg,233,256,143,160,1
1478732152921960261.jpg,374,410,134,157,1
1478732152921960261.jpg,379,411,134,150,1
1478732153496111819.jpg,46,56,144,160,3
1478732153496111819.jpg,56,142,98,180,2
1478732153496111819.jpg,60,142,102,180,1
1478732153496111819.jpg,138,162,140,159,1
1478732153496111819.jpg,188,215,137,158,1
1478732153496111819.jpg,215,228,138,152,1
1478732153496111819.jpg,215,232,133,151,2
1478732153496111819.jpg,217,234,136,151,1
1478732153496111819.jpg,238,258,139,155,1
1478732153496111819.jpg,399,449,132,158,1
1478732154069932560.jpg,34,44,146,162,3
1478732154069932560.jpg,53,137,98,180,2
1478732154069932560.jpg,58,140,103,180,1
1478732154069932560.jpg,136,166,138,164,1
1478732154069932560.jpg,191,218,138,159,1
1478732154069932560.jpg,215,228,138,152,1
1478732154069932560.jpg,217,234,136,151,1
1478732154069932560.jpg,218,235,134,152,2
1478732154069932560.jpg,242,262,139,155,1
1478732154643625989.jpg,50,132,98,180,2
1478732154643625989.jpg,54,136,107,178,1
1478732154643625989.jpg,137,168,139,164,1
1478732154643625989.jpg,190,217,138,159,1
1478732154643625989.jpg,215,228,138,152,1
1478732154643625989.jpg,217,234,132,150,2
1478732154643625989.jpg,219,232,136,148,1
1478732154643625989.jpg,242,262,138,154,1
1478732155216100057.jpg,47,128,108,179,1
1478732155216100057.jpg,47,127,99,180,2
1478732155216100057.jpg,135,165,144,162,1
1478732155216100057.jpg,181,210,140,164,1
1478732155216100057.jpg,212,229,136,154,2
1478732155216100057.jpg,214,226,142,154,1
1478732155216100057.jpg,215,228,138,152,1
1478732155216100057.jpg,236,256,142,159,1
1478732155789476402.jpg,41,121,101,173,2
1478732155789476402.jpg,44,125,104,174,1
1478732155789476402.jpg,133,162,139,161,1
1478732155789476402.jpg,178,207,137,161,1
1478732155789476402.jpg,207,224,133,151,2
